customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Probability,Predicted_Churn,Risk_Level,Customer_Segment,Retention_Priority,Top_SHAP_Drivers,SHAP_Values,SHAP_Directions,Final_Retention_Action
4376-KFVRS,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.05,8468.2,No,0.0041972185,0,Low,0.0,Low,tenure | Contract Month-to-month | Contract Two year | OnlineSecurity No | Contract One year,-1.4373 | -1.1265 | -0.8457 | -0.4957 | -0.3057,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Review pricing
7641-TQFHN,Male,0,No,Yes,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,100.55,3895.35,No,0.040897,0,Low,0.0,Low,Contract Month-to-month | Contract Two year | TotalCharges | PaperlessBilling No | TechSupport No,-1.2578 | -0.8333 | -0.4146 | -0.3218 | -0.2824,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Promote online security; Review pricing
4237-CLSMM,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,38.0,No,0.120142296,0,Low,1.0,Low,OnlineSecurity No | Contract Month-to-month | TechSupport No | TotalCharges | PaperlessBilling No,-0.5555 | 0.4982 | -0.3195 | -0.2384 | -0.2108,Reduces churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive; Provide new-customer support
4360-PNRQB,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.6,1395.05,No,0.36566213,0,Low,1.0,Low,Contract Month-to-month | PaymentMethod Electronic check | tenure | MonthlyCharges | TotalCharges,0.5773 | -0.4889 | -0.4237 | -0.3087 | -0.2582,Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive; Promote online security; Offer technical support
5334-AFQJB,Male,1,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.1,1789.9,No,0.0038877549,0,Low,1.0,Low,tenure | Contract Month-to-month | Contract Two year | TotalCharges | OnlineSecurity No,-1.6607 | -1.1264 | -0.6316 | -0.6137 | -0.4997,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement
9308-ANMVE,Male,0,No,Yes,47,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,55.3,2654.05,No,0.1749753,0,Low,1.0,Low,tenure | OnlineSecurity No | Contract Month-to-month | InternetService Fiber optic | OnlineBackup No,-0.6238 | -0.4427 | 0.4327 | -0.2961 | -0.2067,Reduces churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive; Offer technical support
3530-VWVGU,Female,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,400.3,No,0.100129314,0,Low,1.0,Low,Contract Month-to-month | OnlineSecurity No | tenure | TechSupport No | PaperlessBilling No,0.445 | -0.4433 | -0.4242 | -0.332 | -0.3259,Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive
4674-HGNUA,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.9,6457.15,No,0.003977193,0,Low,0.0,Low,tenure | Contract Month-to-month | Contract Two year | OnlineSecurity No | TechSupport No,-1.0521 | -1.0093 | -0.7745 | -0.3631 | -0.3422,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Review pricing
3030-YDNRM,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,572.45,No,0.8264388,1,High,1.0,Critical,Contract Month-to-month | PaymentMethod Electronic check | OnlineSecurity No | InternetService Fiber optic | MonthlyCharges,0.6989 | 0.2534 | 0.2382 | 0.1857 | -0.1611,Increases churn risk | Increases churn risk | Increases churn risk | Increases churn risk | Reduces churn risk,Immediate personal outreach; Offer long-term contract incentive; Promote online security; Offer technical support
3642-BYHDO,Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1389.35,No,0.00218717,0,Low,1.0,Low,tenure | Contract Month-to-month | Contract Two year | TotalCharges | OnlineSecurity No,-1.3531 | -1.2401 | -0.8514 | -0.4551 | -0.4255,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement
0440-UEDAI,Female,0,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),94.45,5042.75,No,0.04490228,0,Low,0.0,Low,Contract Month-to-month | tenure | TotalCharges | TechSupport No | PaymentMethod Electronic check,-0.7398 | -0.5404 | -0.4567 | -0.332 | -0.2433,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Promote online security; Review pricing
9819-FBNSV,Male,1,Yes,No,37,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.25,2575.45,No,0.47860754,0,Medium,1.0,Medium,Contract Month-to-month | PaymentMethod Electronic check | tenure | InternetService Fiber optic | TechSupport No,0.5716 | -0.4209 | -0.419 | 0.2054 | 0.1723,Increases churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk | Increases churn risk,Proactive retention communication; Offer long-term contract incentive; Promote online security; Offer technical support
9289-LBQVU,Male,0,Yes,No,64,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,70.15,4480.7,No,0.100049466,0,Low,0.0,Low,tenure | Contract Month-to-month | TechSupport No | OnlineSecurity No | TotalCharges,-0.8391 | -0.394 | -0.3165 | 0.3148 | -0.3148,Reduces churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk,Maintain regular engagement; Promote online security
4468-YDOVK,Male,0,No,Yes,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),48.65,235.2,No,0.3611297,0,Low,1.0,Low,TechSupport No | Contract Month-to-month | tenure | PaymentMethod Electronic check | InternetService Fiber optic,-0.4965 | 0.4859 | 0.4823 | -0.3432 | -0.2183,Reduces churn risk | Increases churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive; Provide new-customer support; Promote online security
2001-EWBQU,Female,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,104.7,6333.8,No,0.0629,0,Low,0.0,Low,Contract Month-to-month | tenure | Contract Two year | PaperlessBilling No | MonthlyCharges,-1.1833 | -0.6474 | -0.6276 | -0.4363 | 0.3171,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk,Maintain regular engagement; Promote online security; Offer technical support; Review pricing
9992-UJOEL,Male,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.3,92.75,No,0.67394143,1,Medium,1.0,Medium,Contract Month-to-month | tenure | TotalCharges | OnlineBackup No | MonthlyCharges,0.5852 | 0.4893 | 0.4853 | -0.2744 | -0.2257,Increases churn risk | Increases churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk,Proactive retention communication; Offer long-term contract incentive; Provide new-customer support; Promote online security; Offer technical support
8409-WQJUX,Female,0,No,No,25,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,54.2,1423.15,No,0.033010315,0,Low,1.0,Low,Contract Month-to-month | MonthlyCharges | TotalCharges | PaperlessBilling No | TechSupport No,-1.1564 | -0.4636 | -0.3601 | -0.3322 | -0.3128,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Promote online security
3077-RSNTJ,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,No,0.15316367,0,Low,1.0,Low,Contract Month-to-month | OnlineSecurity No | TechSupport No | MonthlyCharges | InternetService Fiber optic,0.4975 | -0.4791 | -0.2674 | -0.259 | -0.2124,Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive; Provide new-customer support
6993-YCOBK,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.6,6586.85,No,0.09375457,0,Low,0.0,Low,Contract Month-to-month | tenure | OnlineSecurity No | Contract Two year | TechSupport No,-0.7804 | -0.5338 | -0.3962 | -0.3798 | -0.3284,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Review pricing
4817-VYYWS,Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,2983.8,Yes,0.73400176,1,High,0.0,Critical,Contract Month-to-month | tenure | MonthlyCharges | OnlineSecurity No | OnlineBackup No,0.5752 | -0.5718 | 0.3676 | 0.2253 | -0.2195,Increases churn risk | Reduces churn risk | Increases churn risk | Increases churn risk | Reduces churn risk,Priority retention outreach; Offer long-term contract incentive; Promote online security; Offer technical support; Review pricing
4702-HDRKD,Male,0,No,No,67,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),49.35,3321.35,No,0.0071415855,0,Low,0.0,Low,Contract Month-to-month | tenure | TotalCharges | StreamingMovies Yes | OnlineSecurity No,-0.9508 | -0.6558 | -0.5571 | -0.4544 | -0.3919,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement
3251-YMVWZ,Male,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.05,1301.9,No,0.14600952,0,Low,1.0,Low,Contract Month-to-month | OnlineSecurity No | TechSupport No | PaymentMethod Electronic check | StreamingMovies Yes,-0.9045 | -0.3719 | -0.2228 | -0.2037 | -0.1607,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement
4190-MFLUW,Female,0,Yes,Yes,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.2,528.35,Yes,0.17216156,0,Low,1.0,Low,Contract Month-to-month | PaymentMethod Electronic check | TechSupport No | InternetService Fiber optic | DeviceProtection No,0.4339 | -0.3642 | -0.2158 | -0.1979 | -0.1651,Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive; Promote online security
4678-DVQEO,Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,52.2,52.2,Yes,0.8083983,1,High,1.0,Critical,tenure | Contract Month-to-month | TotalCharges | TechSupport No | PaymentMethod Electronic check,0.7179 | 0.6308 | 0.3763 | -0.3443 | 0.2129,Increases churn risk | Increases churn risk | Increases churn risk | Reduces churn risk | Increases churn risk,Immediate personal outreach; Offer long-term contract incentive; Provide new-customer support; Promote online security
4701-AHWMW,Male,0,Yes,No,55,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),54.55,2978.3,Yes,0.03157819,0,Low,0.0,Low,tenure | TechSupport No | TotalCharges | PaymentMethod Electronic check | MonthlyCharges,-0.8694 | -0.6674 | -0.5367 | -0.5233 | -0.3697,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive; Promote online security
2987-BJXIK,Female,0,No,No,70,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,84.7,5991.05,No,0.0046452465,0,Low,0.0,Low,Contract Month-to-month | tenure | Contract Two year | OnlineSecurity No | MonthlyCharges,-1.0673 | -0.8075 | -0.6843 | -0.4594 | -0.3636,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer technical support; Review pricing
1730-VFMWO,Female,0,Yes,No,34,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.2,1815.3,No,0.042702008,0,Low,1.0,Low,tenure | TotalCharges | MonthlyCharges | PaymentMethod Electronic check | Contract Month-to-month,-0.753 | -0.5007 | -0.4124 | -0.3997 | 0.3686,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk,Maintain regular engagement; Offer long-term contract incentive; Promote online security
1936-UAFEH,Female,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),110.25,7279.35,No,0.091932364,0,Low,0.0,Low,Contract Month-to-month | Contract Two year | MonthlyCharges | tenure | OnlineSecurity No,-0.8229 | -0.6246 | 0.4396 | -0.3451 | -0.3022,Reduces churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Review pricing
5140-FOMCQ,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),109.15,6557.75,No,0.19780582,0,Low,0.0,Low,Contract Month-to-month | OnlineSecurity No | tenure | PaymentMethod Electronic check | MonthlyCharges,-0.7236 | -0.3715 | -0.3265 | -0.2861 | 0.2784,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk,Maintain regular engagement; Offer technical support; Review pricing
8778-LMWTJ,Female,0,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,708.2,No,0.60347104,1,Medium,1.0,Medium,Contract Month-to-month | OnlineSecurity No | PaymentMethod Electronic check | MonthlyCharges | InternetService Fiber optic,0.5933 | -0.5254 | 0.1807 | -0.1378 | 0.1311,Increases churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk | Increases churn risk,Proactive retention communication; Offer long-term contract incentive; Offer technical support
9840-DVNDC,Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.5,463.05,Yes,0.5596378,1,Medium,1.0,Medium,Contract Month-to-month | PaymentMethod Electronic check | PaymentMethod Credit card (automatic) | InternetService Fiber optic | OnlineSecurity No,0.5992 | -0.4103 | -0.3648 | 0.2435 | 0.2309,Increases churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk | Increases churn risk,Proactive retention communication; Offer long-term contract incentive; Provide new-customer support; Promote online security; Offer technical support; Review pricing
8033-VCZGH,Male,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.95,5231.3,No,0.47508153,0,Medium,0.0,Medium,Contract Month-to-month | tenure | MonthlyCharges | OnlineSecurity No | PaymentMethod Electronic check,-0.9695 | -0.4998 | 0.4243 | -0.4219 | 0.267,Reduces churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk | Increases churn risk,Proactive retention communication; Offer technical support; Review pricing
8580-QVLOC,Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),92.45,6440.25,Yes,0.0032765202,0,Low,0.0,Low,tenure | Contract Month-to-month | Contract Two year | TechSupport No | OnlineSecurity No,-1.6799 | -1.1123 | -0.7895 | -0.3123 | -0.308,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Review pricing
6128-AQBMT,Male,1,Yes,No,41,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.95,2215.4,No,0.7545649,1,High,1.0,Critical,Contract Month-to-month | PhoneService No | InternetService DSL | InternetService Fiber optic | tenure,0.478 | 0.2523 | -0.2486 | -0.2423 | -0.2195,Increases churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Priority retention outreach; Offer long-term contract incentive; Promote online security; Offer technical support
6257-RJOHI,Male,0,No,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.8,202.3,No,0.31293255,0,Low,1.0,Low,TechSupport No | Contract Month-to-month | PaymentMethod Electronic check | tenure | OnlineSecurity No,-0.5099 | 0.4978 | -0.3395 | 0.2445 | 0.2163,Reduces churn risk | Increases churn risk | Reduces churn risk | Increases churn risk | Increases churn risk,Maintain regular engagement; Offer long-term contract incentive; Provide new-customer support; Promote online security
1929-ZCBHE,Male,0,Yes,Yes,47,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,40.3,1794.8,No,0.041160673,0,Low,1.0,Low,Contract Month-to-month | TotalCharges | TechSupport No | MonthlyCharges | PaymentMethod Electronic check,-0.9152 | -0.5069 | -0.3786 | -0.3747 | 0.3232,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk,Maintain regular engagement
6242-SGYTS,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),94.95,5791.85,No,0.035713267,0,Low,0.0,Low,Contract Month-to-month | tenure | OnlineSecurity No | StreamingMovies Yes | PaymentMethod Electronic check,-1.0282 | -0.8742 | -0.4242 | -0.3721 | -0.334,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer technical support; Review pricing
7010-ZMVBF,Female,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,357.0,No,0.064547166,0,Low,1.0,Low,MonthlyCharges | tenure | OnlineSecurity No | Contract Month-to-month | TechSupport No,-0.5931 | -0.4747 | -0.4595 | 0.4317 | -0.3356,Reduces churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive
3519-ZKXGG,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,256.6,Yes,0.83764255,1,High,1.0,Critical,Contract Month-to-month | tenure | OnlineSecurity No | InternetService Fiber optic | MonthlyCharges,0.7371 | 0.3116 | 0.2707 | 0.1733 | -0.17,Increases churn risk | Increases churn risk | Increases churn risk | Increases churn risk | Reduces churn risk,Immediate personal outreach; Offer long-term contract incentive; Provide new-customer support; Promote online security; Offer technical support
5666-MBJPT,Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.1,1725.0,No,0.0054421653,0,Low,1.0,Low,Contract Month-to-month | TotalCharges | tenure | Contract Two year | OnlineSecurity No,-1.112 | -0.6805 | -0.6529 | -0.5547 | -0.4759,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement
3313-QKNKB,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,85.55,5084.65,Yes,0.14194004,0,Low,0.0,Low,Contract Month-to-month | tenure | PaperlessBilling No | PaymentMethod Electronic check | TotalCharges,-1.0902 | -0.6478 | -0.3324 | 0.2118 | -0.1847,Reduces churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk,Maintain regular engagement; Promote online security; Offer technical support; Review pricing
7581-EBBOU,Female,0,No,No,60,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.15,4224.7,No,0.03367033,0,Low,0.0,Low,tenure | Contract Month-to-month | TotalCharges | PaymentMethod Electronic check | TechSupport No,-0.815 | -0.8113 | -0.4682 | -0.2889 | -0.2782,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Promote online security
1784-BXEFA,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,187.35,No,0.07051856,0,Low,1.0,Low,OnlineSecurity No | MonthlyCharges | Contract Month-to-month | TechSupport No | InternetService Fiber optic,-0.603 | -0.5985 | 0.4897 | -0.4213 | -0.212,Reduces churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive
7492-TAFJD,Male,0,Yes,Yes,7,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,38.55,280.0,No,0.022610161,0,Low,1.0,Low,Contract Month-to-month | Contract Two year | OnlineSecurity No | MonthlyCharges | PaymentMethod Electronic check,-1.3244 | -0.9593 | -0.4585 | -0.2058 | -0.1883,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer technical support
5213-TWWJU,Male,0,No,No,28,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,91.0,2626.15,No,0.044360023,0,Low,1.0,Low,tenure | TechSupport No | Contract Month-to-month | PaperlessBilling No | MonthlyCharges,-0.7118 | -0.5719 | 0.4193 | -0.3957 | -0.2948,Reduces churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive; Promote online security; Review pricing
3312-ZWLGF,Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,79.3,2414.55,No,0.70084035,1,High,1.0,Critical,Contract Month-to-month | tenure | PaymentMethod Electronic check | TechSupport No | InternetService Fiber optic,0.6135 | -0.5161 | 0.3933 | -0.3563 | 0.2049,Increases churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk | Increases churn risk,Priority retention outreach; Offer long-term contract incentive; Promote online security
2923-ARZLG,Male,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.7,,No,0.06013521,0,Low,,Low,Contract Month-to-month | tenure | OnlineSecurity No | TechSupport No | StreamingMovies Yes,-1.4791 | 0.6839 | -0.4438 | -0.3301 | -0.2845,Reduces churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Provide new-customer support
7032-LMBHI,Female,0,No,No,37,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),64.65,2347.85,No,0.01512969,0,Low,1.0,Low,Contract Month-to-month | OnlineSecurity No | StreamingMovies Yes | tenure | PaymentMethod Electronic check,-1.2138 | -0.4613 | -0.3595 | -0.3264 | -0.2681,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer technical support
8292-ITGYJ,Female,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.65,1138.8,No,0.011478731,0,Low,1.0,Low,Contract Month-to-month | Contract Two year | OnlineSecurity No | tenure | TechSupport No,-1.2059 | -0.6938 | -0.4349 | -0.4079 | -0.3583,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement
9107-UKCKY,Male,0,Yes,No,61,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,79.8,4914.8,No,0.22342543,0,Low,0.0,Low,Contract Month-to-month | tenure | TotalCharges | OnlineSecurity No | InternetService Fiber optic,-0.7837 | -0.7098 | -0.3728 | 0.2847 | -0.2561,Reduces churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk,Maintain regular engagement; Promote online security; Offer technical support
6848-HJTXY,Female,0,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,1208.6,No,0.004009143,0,Low,1.0,Low,Contract Month-to-month | Contract Two year | tenure | MonthlyCharges | OnlineSecurity No,-1.3628 | -0.6499 | -0.4913 | -0.4575 | -0.3469,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement
4184-VODJZ,Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,91.35,5764.7,No,0.10280994,0,Low,0.0,Low,tenure | Contract Month-to-month | OnlineSecurity No | TotalCharges | StreamingTV Yes,-1.0769 | -0.9145 | 0.2813 | -0.2748 | -0.2343,Reduces churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Promote online security; Offer technical support; Review pricing
4846-WHAFZ,Female,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2868.15,Yes,0.67942405,1,Medium,0.0,Medium,Contract Month-to-month | tenure | PaymentMethod Electronic check | MonthlyCharges | OnlineSecurity No,0.6595 | -0.4989 | 0.254 | -0.2495 | 0.1797,Increases churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk | Increases churn risk,Proactive retention communication; Offer long-term contract incentive; Promote online security; Offer technical support
8735-SDUFN,Female,1,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.3,1778.7,No,0.0019442617,0,Low,1.0,Low,tenure | Contract Month-to-month | Contract Two year | TotalCharges | OnlineSecurity No,-1.7059 | -1.2386 | -0.7607 | -0.6167 | -0.4604,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement
0839-JTCUD,Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.9,5958.85,No,0.016961116,0,Low,0.0,Low,Contract Month-to-month | Contract Two year | OnlineSecurity No | TechSupport No | MonthlyCharges,-1.064 | -0.7502 | -0.2632 | -0.2632 | -0.2547,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Review pricing
6857-VWJDT,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.65,95.65,Yes,0.9224997,1,High,1.0,Critical,tenure | Contract Month-to-month | PaperlessBilling No | OnlineSecurity No | TotalCharges,1.1126 | 0.6629 | -0.3958 | 0.2467 | 0.2463,Increases churn risk | Increases churn risk | Reduces churn risk | Increases churn risk | Increases churn risk,Immediate personal outreach; Offer long-term contract incentive; Provide new-customer support; Promote online security; Offer technical support; Review pricing
